tau,tpr,fpr
0.49128726301542275,0.975,0.3042362002567394
0.4914118091530983,0.975,0.3048780487804878
0.49153630786246183,0.975,0.3055198973042362
0.4919269209871775,0.975,0.3061617458279846
0.4921194985458734,0.975,0.306803594351733
0.49281740118777523,0.975,0.30744544287548137
0.4935232343534947,0.975,0.3080872913992298
0.49446142004484506,0.975,0.3087291399229782
0.495172352235973,0.975,0.30937098844672656
0.4953176024920831,0.975,0.310012836970475
0.49562510981486224,0.975,0.31065468549422337
0.49566779168773484,0.975,0.31129653401797175
0.4960428356651258,0.975,0.3119383825417201
0.4970711247332592,0.975,0.31258023106546856
0.49733101057822965,0.975,0.31322207958921694
0.49775922965773384,0.975,0.3138639281129653
0.4984070328717018,0.975,0.31450577663671375
0.49866384568598454,0.975,0.31514762516046213
0.4999925109158767,0.975,0.3157894736842105
0.5,0.975,0.3170731707317073
0.5002013821706909,0.975,0.3177150192554557
0.5006942230861664,0.975,0.31835686777920413
0.501193090854869,0.975,0.3189987163029525
0.5023662809784639,0.975,0.3196405648267009
0.5025819266814296,0.975,0.32028241335044927
0.5026288182587724,0.975,0.3209242618741977
0.5030055454968279,0.975,0.3215661103979461
0.5033858387302272,0.975,0.32220795892169446
0.5037929491546888,0.975,0.3228498074454429
0.5038053240418171,0.975,0.32349165596919127
0.5042557854783498,0.975,0.32413350449293965
0.5043461119075848,0.975,0.32541720154043646
0.5044181178940592,0.975,0.32605905006418484
0.5052044519212453,0.975,0.3267008985879333
0.5052260334544816,0.975,0.32734274711168165
0.5054252461828607,0.975,0.32798459563543003
0.5057753871383599,0.975,0.32926829268292684
0.5058279967926602,0.975,0.3299101412066752
0.5059952825707512,0.975,0.3305519897304236
0.5062026844307016,0.975,0.33119383825417203
0.5064865992893045,0.975,0.3318356867779204
0.5068182758015524,0.975,0.3324775353016688
0.5080637480584851,0.975,0.3337612323491656
0.508296814736257,0.975,0.334403080872914
0.5086153994492137,0.975,0.3356867779204108
0.5093456954572334,0.975,0.3363286264441592
0.5099787270996049,0.975,0.33697047496790755
